customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,InternetService_Fiber optic,InternetService_No
1680-VDCWW,Male,,1,0,0.16666666666666666,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.015422885572139305,0.02116893607200554,0,True,False,False,False,False,False,True
1066-JKSGK,Male,,0,0,0.013888888888888888,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.018905472636815884,0.00015578121393953342,1,False,False,False,False,True,False,True
3638-WEABW,Female,,1,0,0.8055555555555555,Yes,Yes,No,Yes,No,Yes,No,No,Yes,0.4144278606965174,0.4022963304869605,0,False,True,True,False,False,False,False
6322-HRPFA,Male,,1,1,0.6805555555555555,Yes,No,Yes,Yes,No,Yes,No,No,No,0.4114427860696518,0.34058389106854375,0,False,False,True,False,False,False,False
6865-JZNKO,Female,,0,0,0.41666666666666663,Yes,No,Yes,Yes,No,No,No,No,Yes,0.3686567164179104,0.17445188091391645,0,False,False,False,False,False,False,False
6467-CHFZW,Male,,1,1,0.6527777777777778,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,0.8069651741293532,0.545851603969536,1,False,False,False,True,False,True,False
8665-UTDHZ,Male,,1,1,0.013888888888888888,No,No phone service,No,Yes,No,No,No,No,No,0.11890547263681589,0.0013154858066005077,1,False,False,False,True,False,False,False
5248-YGIJN,Male,,1,0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.7164179104477612,0.7328236787445188,0,False,True,True,False,False,False,False
8773-HHUOZ,Female,,0,1,0.2361111111111111,Yes,No,No,No,No,No,Yes,Yes,Yes,0.4621890547263682,0.12396722824832679,1,False,False,False,False,True,False,False
3841-NFECX,Female,,1,0,0.986111111111111,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,0.7771144278606964,0.778692591737826,0,False,True,True,False,False,True,False
4929-XIHVW,Male,,1,0,0.027777777777777776,Yes,No,No,No,Yes,No,Yes,Yes,Yes,0.7686567164179104,0.01879183014078006,0,False,False,True,False,False,True,False
6827-IEAUQ,Female,,1,1,0.375,Yes,No,Yes,Yes,Yes,Yes,No,No,No,0.47661691542288565,0.21412993307177478,0,True,False,False,False,True,False,False
7310-EGVHZ,Male,,0,0,0.013888888888888888,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.019402985074626844,0.0001615508885298867,0,False,False,False,False,False,False,True
3413-BMNZE,Male,,0,0,0.013888888888888888,Yes,No,No,No,No,No,No,No,No,0.26865671641791045,0.003052157858296792,0,False,False,False,False,False,False,False
6234-RAAPL,Female,,1,1,1.0,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,0.8124378109452737,0.8346295868912993,0,False,True,False,False,False,True,False
6047-YHPVI,Male,,0,0,0.06944444444444445,Yes,No,No,No,No,No,No,No,Yes,0.5119402985074627,0.034398799907685206,1,False,False,False,True,False,True,False
6572-ADKRS,Female,,0,0,0.6388888888888888,Yes,No,No,No,Yes,No,No,No,Yes,0.5626865671641791,0.40728132933302563,0,False,False,True,False,False,True,False
5380-WJKOV,Male,,0,0,0.4722222222222222,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,0.8766169154228854,0.4073909531502423,1,False,False,False,True,False,True,False
8168-UQWWF,Female,,0,0,0.15277777777777776,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,0.7920398009950248,0.12538656819755367,1,False,False,False,False,False,True,False
8865-TNMNX,Male,,1,1,0.1388888888888889,Yes,No,No,Yes,No,No,No,No,No,0.3114427860696517,0.05272328640664667,0,True,False,False,False,True,False,False
9489-DEDVP,Female,,1,1,0.9722222222222222,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,0.5069651741293533,0.5600680821601662,0,False,True,True,False,False,False,False
9867-JCZSP,Female,,1,1,0.2361111111111111,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.02487562189054726,0.04609393030233095,0,True,False,False,False,True,False,True
4671-VJLCL,Female,,0,0,0.875,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,0.6129353233830845,0.5588102930994692,0,False,True,True,False,False,False,False
4080-IIARD,Female,,1,0,0.18055555555555555,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,0.5766169154228856,0.11108354488806832,0,False,False,False,True,False,False,False
3714-NTNFO,Female,,0,0,0.6805555555555555,Yes,Yes,No,No,No,No,No,Yes,Yes,0.6592039800995024,0.44863835679667663,0,False,False,False,True,False,True,False
5948-UJZLF,Male,,0,0,0.027777777777777776,Yes,No,No,Yes,No,No,No,No,No,0.30845771144278605,0.009023771059312256,0,False,False,False,False,True,False,False
7760-OYPDY,Female,,0,0,0.027777777777777776,Yes,No,No,No,No,No,Yes,No,Yes,0.6208955223880598,0.014464574198015234,1,False,False,False,True,False,True,False
7639-LIAYI,Male,,0,0,0.7222222222222222,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,0.6119402985074627,0.4845372720978537,0,False,True,True,False,False,False,False
2954-PIBKO,Female,,1,1,0.9583333333333333,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,0.4567164179104478,0.4887260558504501,0,False,True,True,False,False,False,False
8012-SOUDQ,Female,,0,0,0.5972222222222222,Yes,Yes,No,Yes,No,No,Yes,No,Yes,0.7164179104477612,0.4407973690283868,0,False,False,False,True,False,True,False
9420-LOJKX,Female,,0,0,0.20833333333333331,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,0.8044776119402984,0.1624278790676206,1,False,False,True,False,False,True,False
6575-SUVOI,Female,,1,0,0.3472222222222222,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,0.5099502487562189,0.2000750057696746,0,False,False,True,False,False,False,False
7495-OOKFY,Female,,1,0,0.1111111111111111,Yes,Yes,No,Yes,No,No,No,No,Yes,0.6208955223880598,0.07090930071543965,1,False,False,True,False,False,True,False
4667-QONEA,Female,,1,1,0.8333333333333333,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,0.56318407960199,0.5120643895684284,0,True,False,True,False,False,False,False
1658-BYGOY,Male,,0,0,0.25,Yes,Yes,No,No,No,No,Yes,Yes,Yes,0.7681592039800995,0.20006346642049389,1,False,False,False,True,False,True,False
8769-KKTPH,Female,,1,1,0.875,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,0.8099502487562189,0.7261020078467574,0,True,False,True,False,False,True,False
5067-XJQFU,Male,,1,1,0.9166666666666666,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0.8975124378109453,0.8143953381029311,0,True,False,False,True,False,True,False
3957-SQXML,Female,,1,1,0.4722222222222222,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.06666666666666665,0.10102700207708286,0,False,True,True,False,False,False,True
5954-BDFSG,Female,,0,0,1.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,0.8880597014925372,0.9040964689591507,0,False,True,True,False,False,True,False
0434-CSFON,Female,,1,0,0.6527777777777778,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,0.818407960199005,0.5409993076390492,0,False,False,False,True,False,True,False
1215-FIGMP,Male,,0,0,0.8333333333333333,Yes,Yes,No,Yes,No,No,Yes,No,Yes,0.7129353233830846,0.6268059081467805,0,False,False,False,False,False,True,False
0526-SXDJP,Male,,1,0,1.0,No,No phone service,Yes,Yes,Yes,No,No,No,No,0.2373134328358209,0.3396261250865451,0,False,True,False,False,False,False,False
0557-ASKVU,Female,,1,1,0.25,Yes,No,No,No,Yes,Yes,No,No,Yes,0.3597014925373134,0.10827371336256636,0,True,False,True,False,False,False,False
5698-BQJOH,Female,,0,0,0.125,Yes,Yes,No,No,No,No,Yes,Yes,No,0.7577114427860697,0.0967516732056312,1,False,False,False,True,False,True,False
5122-CYFXA,Female,,0,0,0.041666666666666664,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,0.5676616915422885,0.025998153704131086,0,False,False,False,True,False,False,False
8627-ZYGSZ,Male,,1,0,0.6527777777777778,Yes,Yes,No,Yes,No,No,No,No,Yes,0.6034825870646766,0.41905723517193627,0,True,False,False,True,False,True,False
3410-YOQBQ,Female,,0,0,0.4305555555555555,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,0.6064676616915423,0.28599123009462263,0,False,True,False,False,True,False,False
3170-NMYVV,Female,,1,1,0.6944444444444444,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.018905472636815884,0.10525040387722133,0,False,True,False,False,False,False,True
7410-OIEDU,Male,,0,0,0.1388888888888889,Yes,No,Yes,No,Yes,No,No,No,Yes,0.6129353233830845,0.10022501730902378,0,False,False,False,False,True,True,False
2273-QCKXA,Male,,0,0,0.013888888888888888,Yes,No,No,No,No,Yes,No,No,No,0.30646766169154227,0.0034906531271636275,0,False,False,False,False,True,False,False
0731-EBJQB,Female,,1,1,0.7222222222222222,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0.021393034825870627,0.12368451419339951,0,True,False,False,True,False,False,True
1891-QRQSA,Male,,1,1,0.8888888888888888,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,0.9288557213930347,0.8170090006923609,0,False,True,False,False,False,True,False
8028-PNXHQ,Male,,1,1,0.861111111111111,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0.05970149253731341,0.16222017078236786,0,False,True,False,False,False,False,True
5630-AHZIL,Female,,0,1,0.041666666666666664,Yes,No,Yes,No,No,Yes,No,Yes,Yes,0.46019900497512434,0.018301407800600047,0,False,False,False,False,False,False,False
2673-CXQEU,Female,,0,0,0.7777777777777777,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,0.917910447761194,0.7062889453034848,0,True,False,False,True,False,True,False
6416-JNVRK,Female,,0,0,0.6388888888888888,Yes,No,No,No,No,No,No,Yes,No,0.37213930348258706,0.30810639279944607,0,True,False,True,False,False,False,False
5590-ZSKRV,Female,,1,1,0.1111111111111111,Yes,No,Yes,Yes,No,No,No,No,No,0.3621890547263681,0.05347911377798293,0,False,False,False,False,True,False,False
0191-ZHSKZ,Male,,0,0,0.41666666666666663,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,0.5621890547263682,0.24146088160627743,0,False,False,False,True,False,False,False
3887-PBQAO,Female,,1,1,0.625,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0.07611940298507458,0.13821832448649896,0,True,False,True,False,False,False,True
5919-TMRGD,Female,,0,1,0.013888888888888888,Yes,No,No,No,No,No,Yes,No,Yes,0.607960199004975,0.006987075928917609,1,False,False,False,True,False,True,False
8108-UXRQN,Female,,1,1,0.15277777777777776,No,No phone service,Yes,No,No,No,Yes,Yes,No,0.32139303482587056,0.06306831294714979,0,False,False,False,True,False,False,False
9191-MYQKX,Female,,1,0,0.09722222222222221,Yes,No,No,No,Yes,No,No,No,Yes,0.5661691542288557,0.055169628432956384,1,False,False,False,False,False,True,False
9919-YLNNG,Female,,0,0,0.5833333333333333,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,0.8512437810945274,0.4971959381490884,0,False,False,False,False,False,True,False
0318-ZOPWS,Female,,1,0,0.6805555555555555,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0.018905472636815884,0.11014885760443112,0,False,True,False,False,False,False,True
4445-ZJNMU,Male,,0,0,0.125,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,0.8064676616915423,0.10384837295176552,0,False,False,True,False,False,True,False
4808-YNLEU,Female,,1,0,0.4861111111111111,Yes,No,Yes,No,No,No,Yes,No,Yes,0.43681592039800987,0.2534791137779829,0,True,False,False,False,False,False,False
1862-QRWPE,Female,,1,1,0.6666666666666666,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.023880597014925342,0.11980152319409186,0,False,True,False,False,False,False,True
2796-NNUFI,Female,,1,1,0.6388888888888888,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0.01691542288557213,0.1048119086083545,0,False,True,False,False,True,False,True
3016-KSVCP,Male,,1,0,0.40277777777777773,No,No phone service,No,No,No,No,Yes,No,No,0.154228855721393,0.11429148396030464,0,False,False,False,False,True,False,False
4767-HZZHQ,Male,,1,1,0.41666666666666663,Yes,No,No,Yes,Yes,No,No,No,No,0.6348258706467661,0.29441495499653814,0,False,False,False,False,False,True,False
2424-WVHPL,Male,,0,0,0.013888888888888888,Yes,No,No,No,No,Yes,No,No,No,0.5616915422885572,0.006450496192014771,0,False,False,False,True,False,True,False
7233-PAHHL,Male,,1,1,0.9166666666666666,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,0.654228855721393,0.6572178629125317,0,False,True,False,False,True,False,False
6067-NGCEU,Female,,0,0,0.9027777777777777,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,0.9233830845771144,0.8179321486268175,0,False,False,True,False,False,True,False
9848-JQJTX,Male,,0,0,1.0,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,0.8223880597014926,0.8585564274174937,0,False,True,False,False,False,True,False
8637-XJIVR,Female,,0,0,0.16666666666666666,Yes,Yes,Yes,No,No,No,No,No,Yes,0.6039800995024875,0.10484075698130627,1,False,False,False,True,False,True,False
9803-FTJCG,Male,,1,1,0.986111111111111,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,0.4835820895522387,0.545799676898223,0,True,False,True,False,False,False,False
0278-YXOOG,Male,,0,0,0.06944444444444445,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.027860696517412936,0.010968151396261252,1,False,False,False,False,True,False,True
3212-KXOCR,Male,,0,0,0.7222222222222222,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.027363184079601977,0.12559427648280638,0,False,True,False,False,False,False,True
4598-XLKNJ,Female,,1,0,0.3472222222222222,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,0.7985074626865671,0.2879875375028848,1,False,False,False,True,False,True,False
6380-ARCEH,Male,,0,0,0.013888888888888888,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.019402985074626844,0.0001615508885298867,0,False,False,False,False,True,False,True
3679-XASPY,Female,,1,1,0.013888888888888888,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.011940298507462671,7.500576967459007e-05,0,False,False,False,True,False,False,True
7123-WQUHX,Male,,0,0,0.5277777777777778,Yes,Yes,No,No,Yes,Yes,Yes,No,No,0.763681592039801,0.41389337641357027,0,True,False,False,False,False,True,False
5386-THSLQ,Female,,1,0,0.9166666666666666,No,No phone service,No,Yes,Yes,No,Yes,No,No,0.2716417910447761,0.3471555504269559,0,True,False,False,False,False,False,False
3192-NQECA,Male,,1,0,0.9444444444444444,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0.9129353233830845,0.8761885529656128,1,False,True,False,False,False,True,False
6180-YBIQI,Male,,0,0,0.06944444444444445,No,No phone service,No,No,No,No,No,No,No,0.06019900497512437,0.009393030233094853,0,False,False,False,False,True,False,False
6728-DKUCO,Female,,1,1,1.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,0.854726368159204,0.840555042695592,0,True,False,False,True,False,True,False
9750-BOOHV,Female,,0,0,0.4444444444444444,No,No phone service,Yes,No,No,No,No,No,No,0.11840796019900496,0.10487537502884837,0,True,False,False,False,True,False,False
8597-CWYHH,Male,,0,0,0.5972222222222222,Yes,Yes,No,No,No,No,Yes,Yes,No,0.7572139303482587,0.4503231017770598,0,True,False,False,False,True,True,False
2848-YXSMW,Male,,1,1,1.0,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.011442786069651711,0.15514078006000462,0,False,True,True,False,False,False,True
0486-HECZI,Male,,1,0,0.7638888888888888,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,0.7810945273631841,0.6023655665820448,1,False,False,False,True,False,True,False
4549-ZDQYY,Female,,0,0,0.7222222222222222,Yes,No,Yes,No,Yes,Yes,No,No,No,0.3950248756218906,0.34888645280406183,0,True,False,True,False,False,False,False
5712-AHQNN,Female,,0,0,0.5972222222222222,Yes,No,No,Yes,Yes,No,Yes,No,Yes,0.7303482587064677,0.45410800830833137,0,False,False,False,True,False,True,False
4846-WHAFZ,Female,,1,0,0.5138888888888888,Yes,Yes,No,No,No,No,No,No,Yes,0.5796019900497512,0.3287964458804523,1,False,False,False,True,False,True,False
5256-SKJGO,Female,,1,1,0.8888888888888888,No,No phone service,No,Yes,No,Yes,Yes,Yes,Yes,0.36169154228855727,0.3928802215555043,0,False,True,False,True,False,False,False
3071-VBYPO,Male,,1,1,0.041666666666666664,Yes,No,Yes,Yes,No,No,Yes,No,No,0.7124378109452736,0.026494345718901455,0,False,False,False,True,False,True,False
9560-BBZXK,Female,,0,0,0.5,No,No phone service,Yes,No,No,No,No,No,No,0.127363184079602,0.12780406185091162,0,False,True,False,False,False,False,False
5299-RULOA,Female,,1,1,0.1388888888888889,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,0.8159203980099502,0.12068428340641589,1,False,False,False,True,False,True,False
8402-OOOHJ,Female,,0,0,0.5694444444444444,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.023880597014925342,0.09420147703669514,0,False,True,False,False,True,False,True
9445-ZUEQE,Male,,1,1,0.375,Yes,Yes,No,Yes,No,Yes,No,No,Yes,0.6661691542288557,0.24611123932610202,0,False,False,True,False,False,True,False
1091-SOZGA,Female,,1,1,0.7777777777777777,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,0.8114427860696517,0.6342776367412878,0,True,False,True,False,False,True,False
2928-HLDBA,Female,,0,0,0.08333333333333333,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.024378109452736302,0.010841218555273483,0,False,False,False,False,True,False,True
0404-SWRVG,Male,,0,0,0.041666666666666664,Yes,Yes,No,No,No,No,No,No,Yes,0.5587064676616916,0.024319178398338335,1,False,False,False,True,False,True,False
6497-TILVL,Female,,1,1,0.09722222222222221,Yes,No,Yes,No,No,No,No,No,No,0.32288557213930347,0.03825871220863144,0,False,False,False,False,True,False,False
7219-TLZHO,Female,,1,1,0.05555555555555555,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.025870646766169153,0.005088852988691437,0,False,False,False,False,True,False,True
4622-YNKIJ,Male,,0,0,0.4583333333333333,Yes,No,Yes,No,No,Yes,Yes,No,Yes,0.7034825870646766,0.34720170782367876,0,False,True,False,True,False,True,False
4412-YLTKF,Female,,0,0,0.375,Yes,Yes,No,No,Yes,No,No,No,Yes,0.5950248756218905,0.24425340410800833,1,False,False,False,True,False,True,False
6734-PSBAW,Male,,1,0,1.0,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0.0527363184079602,0.1967632125548119,0,False,True,False,False,False,False,True
3930-ZGWVE,Male,,0,0,0.013888888888888888,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.014925373134328346,0.0001096238172167089,0,False,False,False,False,True,False,True
2639-UGMAZ,Male,,0,0,0.986111111111111,No,No phone service,Yes,Yes,No,No,Yes,Yes,Yes,0.3800995024875622,0.4577140549273021,0,True,False,False,True,False,False,False
2876-GZYZC,Female,,0,0,0.18055555555555555,Yes,Yes,No,No,No,No,No,Yes,Yes,0.6736318407960199,0.13810870066928227,0,False,False,False,True,False,True,False
6207-WIOLX,Female,,1,1,0.3472222222222222,No,No phone service,Yes,Yes,Yes,No,Yes,Yes,Yes,0.4014925373134328,0.1712266328179091,1,False,False,True,False,False,False,False
8587-XYZSF,Male,,0,0,0.9305555555555555,Yes,No,No,No,No,Yes,No,No,No,0.32139303482587056,0.3740249249942303,0,False,True,False,False,False,False,False
3091-FYHKI,Male,,0,0,0.013888888888888888,No,No phone service,No,No,No,No,No,Yes,Yes,0.17114427860696518,0.0019213016385875841,1,False,False,False,True,False,False,False
2372-HWUHI,Male,,0,0,0.027777777777777776,Yes,No,No,No,No,No,No,No,No,0.25970149253731345,0.007206323563351027,1,False,False,False,True,False,False,False
7799-LGRDP,Female,,0,0,0.5972222222222222,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0.07412935323383085,0.13494114931917842,0,False,True,True,False,False,False,True
7850-VWJUU,Female,,0,0,0.3194444444444444,Yes,No,Yes,No,No,No,No,No,Yes,0.5646766169154228,0.20305792753288715,0,False,False,False,False,False,True,False
3774-VBNXY,Female,,1,1,0.8888888888888888,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.019402985074626844,0.14527463651050082,0,False,True,False,False,True,False,True
6217-KDYWC,Male,,0,1,0.7916666666666666,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0.013432835820895522,0.13290445418878374,0,False,True,False,False,True,False,True
0390-DCFDQ,Female,,1,0,0.013888888888888888,Yes,No,No,No,No,No,No,No,Yes,0.5194029850746269,0.005960073851834756,1,False,False,False,False,True,True,False
3146-MSEGF,Female,,1,1,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.6945273631840796,0.7393087929840757,0,False,True,True,False,False,False,False
4080-OGPJL,Female,,0,0,0.1111111111111111,Yes,Yes,Yes,No,No,Yes,No,Yes,No,0.5263681592039802,0.06287214401107778,1,False,False,False,True,False,False,False
1095-WGNGG,Female,,1,0,0.8472222222222222,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,0.8238805970149253,0.6868739903069467,0,False,True,False,False,False,True,False
2636-SJDOU,Male,,0,0,0.8888888888888888,Yes,Yes,Yes,Yes,No,No,No,No,Yes,0.6572139303482587,0.608152550196169,0,True,False,True,False,False,True,False
1131-QQZEB,Male,,1,0,0.986111111111111,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.056716417910447736,0.20048465266558968,0,False,True,False,False,False,False,True
5716-EZXZN,Female,,1,1,0.9027777777777777,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,0.8039800995024875,0.7382760212324024,0,False,True,True,False,False,True,False
6837-BJYDQ,Male,,0,0,0.041666666666666664,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0.013432835820895522,0.004909993076390492,0,True,False,False,False,True,False,True
2135-RXIHG,Male,,0,0,0.013888888888888888,Yes,No,No,No,No,No,No,No,Yes,0.27263681592039796,0.0030983152550196165,1,False,False,False,True,False,False,False
6440-DKQGE,Male,,0,1,0.41666666666666663,Yes,No,No,Yes,Yes,No,Yes,No,No,0.46019900497512434,0.22053427186706673,0,True,False,True,False,False,False,False
3466-BYAVD,Male,,1,1,0.20833333333333331,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,0.5099502487562189,0.12146318947611356,0,False,False,False,False,True,False,False
3780-YVMFA,Female,,1,1,0.1111111111111111,Yes,No,No,No,No,Yes,Yes,Yes,Yes,0.5004975124378109,0.06295291945534273,0,False,False,False,True,False,False,False
3874-EQOEP,Male,,0,0,0.09722222222222221,Yes,Yes,No,No,No,No,Yes,Yes,No,0.763681592039801,0.07347103623355643,1,False,False,False,False,True,True,False
